name,type,start_time,duration,ack,address,read,description,,,
I2C 8-bit Address Display,i2c-address,0.1061035,0.000232,,,,Setup Write to [0xE2] + NAK,,,
I2C,stop,0.1063745,0.0000005,,,,,,,
I2C,start,0.107065,0.0000005,,,,,,,
I2C,address,0.107104,0.0002315,false,0x72,false,,,,
I2C 8-bit Address Display,i2c-address,0.107104,0.0002315,,,,Setup Write to [0xE4] + NAK,,,
I2C,stop,0.1073745,0.0000005,,,,,,,
I2C,start,0.108064,0.0000005,,,,,,,
I2C,address,0.1081035,0.000233,false,0x73,false,,,,
I2C 8-bit Address Display,i2c-address,0.1081035,0.000233,,,,Setup Write to [0xE6] + NAK,,,
I2C,stop,0.1083755,0.0000005,,,,,,,
I2C,start,0.109065,0.0000005,,,,,,,
I2C,address,0.109104,0.0002315,false,0x74,false,,,,
I2C 8-bit Address Display,i2c-address,0.109104,0.0002315,,,,Setup Write to [0xE8] + NAK,,,
I2C,stop,0.1093745,0.0000005,,,,,,,
I2C,start,0.110064,0.0000005,,,,,,,
I2C,address,0.1101035,0.000233,false,0x75,false,,,,
I2C 8-bit Address Display,i2c-address,0.1101035,0.000233,,,,Setup Write to [0xEA] + NAK,,,
I2C,stop,0.1103755,0.0000005,,,,,,,
I2C,start,0.111065,0.0000005,,,,,,,
I2C,address,0.111104,0.0002315,false,0x76,false,,,,
I2C 8-bit Address Display,i2c-address,0.111104,0.0002315,,,,Setup Write to [0xEC] + NAK,,,
I2C,stop,0.1113745,0.0000005,,,,,,,
I2C,start,0.112064,0.0000005,,,,,,,
I2C,address,0.112103,0.0002335,false,0x77,false,,,,
I2C 8-bit Address Display,i2c-address,0.112103,0.0002335,,,,Setup Write to [0xEE] + NAK,,,
I2C,stop,0.1123765,0.0000005,,,,,,,
I2C,start,0.1149545,0.0000005,,,,,,,
I2C,address,0.1149925,0.0002335,true,0x29,false,,,,
I2C 8-bit Address Display,i2c-address,0.1149925,0.0002335,,,,Setup Write to [0x52] + ACK,,,
I2C,data,0.115253,0.0002325,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.115253,0.0002325,,,,0x00 + ACK,,,
I2C,data,0.115512,0.0002325,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.115512,0.0002325,,,,0x00 + ACK,,,
I2C,data,0.115771,0.0002325,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.115771,0.0002325,,,,0x00 + ACK,,,
I2C,stop,0.1160435,0.0000005,,,,,,,
I2C,start,0.214164,0.0000005,,,,,,,
I2C,address,0.2142025,0.000234,true,0x29,false,,,,
I2C 8-bit Address Display,i2c-address,0.2142025,0.000234,,,,Setup Write to [0x52] + ACK,,,
I2C,data,0.214463,0.000232,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.214463,0.000232,,,,0x00 + ACK,,,
I2C,data,0.2147215,0.0002325,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.2147215,0.0002325,,,,0x00 + ACK,,,
I2C,data,0.2149805,0.000234,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.2149805,0.000234,,,,0x01 + ACK,,,
I2C,stop,0.215254,0.0000005,,,,,,,
I2C,start,0.216761,0.0000005,,,,,,,
I2C,address,0.2168,0.0002325,true,0x29,false,,,,
I2C 8-bit Address Display,i2c-address,0.2168,0.0002325,,,,Setup Write to [0x52] + ACK,,,
I2C,data,0.217059,0.0002325,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.217059,0.0002325,,,,0x01 + ACK,,,
I2C,data,0.217318,0.0002335,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.217318,0.0002335,,,,0x0F + ACK,,,
I2C,start,0.217579,0.0000005,,,,,,,
I2C,address,0.2176175,0.000231,true,0x29,true,,,,
I2C 8-bit Address Display,i2c-address,0.2176175,0.000231,,,,Setup Read to [0x53] + ACK,,,
I2C,data,0.217875,0.000234,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.217875,0.000234,,,,0xEA + ACK,,,
I2C,data,0.2181355,0.0002345,false,,,,,,
I2C 8-bit Address Display,i2c-data,0.2181355,0.0002345,,,,0xCC + NAK,,,
I2C,stop,0.21841,0.0000005,,,,,,,
I2C,start,0.218491,0.0000005,,,,,,,
I2C,address,0.21853,0.0002305,true,0x29,false,,,,
I2C 8-bit Address Display,i2c-address,0.21853,0.0002305,,,,Setup Write to [0x52] + ACK,,,
I2C,data,0.2187865,0.000233,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.2187865,0.000233,,,,0x00 + ACK,,,
I2C,data,0.2190455,0.0002325,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.2190455,0.0002325,,,,0x2D + ACK,,,
I2C,data,0.219305,0.000233,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.219305,0.000233,,,,0x00 + ACK,,0x00, # 0x2d : set bit 2 and 5 to 1 for fast plus mode (1MHz I2C)
I2C,data,0.219565,0.0002335,true,,,,,, # 0x2e : bit 0 if I2C pulled up at 1.8V
I2C 8-bit Address Display,i2c-data,0.219565,0.0002335,,,,0x00 + ACK,,0x00, # 0x2f : bit 0 if GPIO pulled up at 1.8V
I2C,data,0.219825,0.000232,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.219825,0.000232,,,,0x00 + ACK,,0x00, # 0x30 : set bit 4 to 0 for active high interrupt and 1 for active low (bits 3:0 must be 0x1)
I2C,data,0.220084,0.0002315,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.220084,0.0002315,,,,0x01 + ACK,,0x01, # 0x31 : bit 1 = interrupt depending on the polarity
I2C,data,0.220342,0.0002325,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.220342,0.0002325,,,,0x02 + ACK,,0x02, # 0x32 : not user-modifiable */
I2C,data,0.220601,0.0002305,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.220601,0.0002305,,,,0x00 + ACK,,0x00, # 0x33 : not user-modifiable */
I2C,data,0.220858,0.0002325,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.220858,0.0002325,,,,0x02 + ACK,,0x02, # 0x34 : not user-modifiable */
I2C,data,0.221117,0.000232,true,,,,,0x08, # 0x35 : not user-modifiable */
I2C 8-bit Address Display,i2c-data,0.221117,0.000232,,,,0x08 + ACK,,0x00, # 0x36 : not user-modifiable */
I2C,data,0.221376,0.0002325,true,,,,,0x08, # 0x37 : not user-modifiable */
I2C 8-bit Address Display,i2c-data,0.221376,0.0002325,,,,0x00 + ACK,,0x10, # 0x38 : not user-modifiable */
I2C,data,0.221635,0.000231,true,,,,,0x01, # 0x39 : not user-modifiable */
I2C 8-bit Address Display,i2c-data,0.221635,0.000231,,,,0x08 + ACK,,0x01, # 0x3a : not user-modifiable */
I2C,data,0.221893,0.0002325,true,,,,,0x00, # 0x3b : not user-modifiable */
I2C 8-bit Address Display,i2c-data,0.221893,0.0002325,,,,0x10 + ACK,,0x00, # 0x3c : not user-modifiable */
I2C,data,0.222152,0.0002315,true,,,,,0x00, # 0x3d : not user-modifiable */
I2C 8-bit Address Display,i2c-data,0.222152,0.0002315,,,,0x01 + ACK,,0x00, # 0x3e : not user-modifiable */
I2C,data,0.22241,0.0002325,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.22241,0.0002325,,,,0x01 + ACK,,,
I2C,data,0.2226685,0.000231,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.2226685,0.000231,,,,0x00 + ACK,,,
I2C,data,0.222926,0.000231,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.222926,0.000231,,,,0x00 + ACK,,,
I2C,data,0.223184,0.0002345,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.223184,0.0002345,,,,0x00 + ACK,,,
I2C,data,0.223445,0.0002325,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.223445,0.0002325,,,,0x00 + ACK,,,
I2C,data,0.2237035,0.000233,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.2237035,0.000233,,,,0xFF + ACK,,0xff, # 0x3f : not user-modifiable */
I2C,data,0.2239625,0.000232,true,,,,,0x00, # 0x40 : not user-modifiable */
I2C 8-bit Address Display,i2c-data,0.2239625,0.000232,,,,0x00 + ACK,,0x0F, # 0x41 : not user-modifiable */
I2C,data,0.224221,0.0002325,true,,,,,0x00, # 0x42 : not user-modifiable */
I2C 8-bit Address Display,i2c-data,0.224221,0.0002325,,,,0x0F + ACK,,0x00, # 0x43 : not user-modifiable */
I2C,data,0.2244795,0.000232,true,,,,,0x00, # 0x44 : not user-modifiable */
I2C 8-bit Address Display,i2c-data,0.2244795,0.000232,,,,0x00 + ACK,,0x00, # 0x45 : not user-modifiable */
I2C,data,0.224738,0.000232,true,,,,,0x00, # 0x46 : interrupt configuration 0->level low detection
I2C 8-bit Address Display,i2c-data,0.224738,0.000232,,,,0x00 + ACK,,,
I2C,data,0.224997,0.0002325,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.224997,0.0002325,,,,0x00 + ACK,,,
I2C,data,0.2252555,0.000233,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.2252555,0.000233,,,,0x00 + ACK,,,
I2C,data,0.225515,0.0002305,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.225515,0.0002305,,,,0x00 + ACK,,,
I2C,data,0.2257715,0.000233,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.2257715,0.000233,,,,0x20 + ACK,,0x20, # 0x47 : not user-modifiable */
I2C,data,0.226031,0.0002315,true,,,,,0x0b, # 0x48 : not user-modifiable */
I2C 8-bit Address Display,i2c-data,0.226031,0.0002315,,,,0x0B + ACK,,0x00, # 0x49 : not user-modifiable */
I2C,data,0.226289,0.0002335,true,,,,,0x00, # 0x4a : not user-modifiable */
I2C 8-bit Address Display,i2c-data,0.226289,0.0002335,,,,0x00 + ACK,,0x02, # 0x4b : not user-modifiable */
I2C,data,0.226549,0.0002325,true,,,,,0x0a, # 0x4c : not user-modifiable */
I2C 8-bit Address Display,i2c-data,0.226549,0.0002325,,,,0x00 + ACK,,,
I2C,data,0.2268075,0.00023,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.2268075,0.00023,,,,0x02 + ACK,,,
I2C,data,0.2270635,0.0002315,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.2270635,0.0002315,,,,0x0A + ACK,,,
I2C,data,0.2273215,0.000232,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.2273215,0.000232,,,,0x21 + ACK,,0x21, # 0x4d : not user-modifiable */
I2C,data,0.2275795,0.000233,true,,,,,0x00, # 0x4e : not user-modifiable */
I2C 8-bit Address Display,i2c-data,0.2275795,0.000233,,,,0x00 + ACK,,0x00, # 0x4f : not user-modifiable */
I2C,data,0.227839,0.0002325,true,,,,,0x05, # 0x50 : not user-modifiable */
I2C 8-bit Address Display,i2c-data,0.227839,0.0002325,,,,0x00 + ACK,,0x00, # 0x51 : not user-modifiable */
I2C,data,0.228098,0.000233,true,,,,,0x00, # 0x52 : not user-modifiable */
I2C 8-bit Address Display,i2c-data,0.228098,0.000233,,,,0x05 + ACK,,0x00, # 0x53 : not user-modifiable */
I2C,data,0.2283575,0.000232,true,,,,,0x00, # 0x54 : not user-modifiable */
I2C 8-bit Address Display,i2c-data,0.2283575,0.000232,,,,0x00 + ACK,,,
I2C,data,0.228616,0.0002335,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.228616,0.0002335,,,,0x00 + ACK,,,
I2C,data,0.228876,0.00023,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.228876,0.00023,,,,0x00 + ACK,,,
I2C,data,0.229133,0.0002335,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.229133,0.0002335,,,,0x00 + ACK,,,
I2C,data,0.2293915,0.000232,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.2293915,0.000232,,,,0xC8 + ACK,,0xc8, # 0x55 : not user-modifiable */
I2C,data,0.2296495,0.0002325,true,,,,,0x00, # 0x56 : not user-modifiable */
I2C 8-bit Address Display,i2c-data,0.2296495,0.0002325,,,,0x00 + ACK,,0x00, # 0x57 : not user-modifiable */
I2C,data,0.229909,0.0002315,true,,,,,0x38, # 0x58 : not user-modifiable */
I2C 8-bit Address Display,i2c-data,0.229909,0.0002315,,,,0x00 + ACK,,0xff, # 0x59 : not user-modifiable */
I2C,data,0.230167,0.0002335,true,,,,,0x01, # 0x5a : not user-modifiable */
I2C 8-bit Address Display,i2c-data,0.230167,0.0002335,,,,0x38 + ACK,,0x00, # 0x5b : not user-modifiable */
I2C,data,0.230427,0.00023,true,,,,,0x08, # 0x5c : not user-modifiable */
I2C 8-bit Address Display,i2c-data,0.230427,0.00023,,,,0xFF + ACK,,0x00, # 0x5d : not user-modifiable */
I2C,data,0.230684,0.00023,true,,,,,0x00, # 0x5e : not user-modifiable */
I2C 8-bit Address Display,i2c-data,0.230684,0.00023,,,,0x01 + ACK,,0x01, # 0x5f : not user-modifiable */
I2C,data,0.230941,0.000232,true,,,,,0xdb, # 0x60 : not user-modifiable */
I2C 8-bit Address Display,i2c-data,0.230941,0.000232,,,,0x00 + ACK,,0x0f, # 0x61 : not user-modifiable */
I2C,data,0.2312,0.000232,true,,,,,0x01, # 0x62 : not user-modifiable */
I2C 8-bit Address Display,i2c-data,0.2312,0.000232,,,,0x08 + ACK,,,
I2C,data,0.231459,0.0002325,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.231459,0.0002325,,,,0x00 + ACK,,,
I2C,data,0.231718,0.0002325,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.231718,0.0002325,,,,0x00 + ACK,,,
I2C,data,0.2319765,0.0002315,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.2319765,0.0002315,,,,0x01 + ACK,,,
I2C,data,0.232235,0.00023,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.232235,0.00023,,,,0xDB + ACK,,,
I2C,data,0.232492,0.000232,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.232492,0.000232,,,,0x0F + ACK,,,
I2C,data,0.232751,0.0002315,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.232751,0.0002315,,,,0x01 + ACK,,,
I2C,data,0.2330085,0.000233,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.2330085,0.000233,,,,0xF1 + ACK,,0xf1, # 0x63 : not user-modifiable */
I2C,data,0.2332675,0.000233,true,,,,,0x0d, # 0x64 : Sigma threshold MSB (mm in 14.2 format for MSB+LSB)
I2C 8-bit Address Display,i2c-data,0.2332675,0.000233,,,,0x0D + ACK,,0x01, # 0x65 : Sigma threshold LSB */
I2C,data,0.2335265,0.0002325,true,,,,,0x68, # 0x66 : Min count Rate MSB (MCPS in 9.7 format for MSB+LSB)
I2C 8-bit Address Display,i2c-data,0.2335265,0.0002325,,,,0x01 + ACK,,0x00, # 0x67 : Min count Rate LSB */
I2C,data,0.233786,0.0002335,true,,,,,0x80, # 0x68 : not user-modifiable */
I2C 8-bit Address Display,i2c-data,0.233786,0.0002335,,,,0x68 + ACK,,0x08, # 0x69 : not user-modifiable */
I2C,data,0.234046,0.0002325,true,,,,,0xb8, # 0x6a : not user-modifiable */
I2C 8-bit Address Display,i2c-data,0.234046,0.0002325,,,,0x00 + ACK,,0x00, # 0x6b : not user-modifiable */
I2C,data,0.234305,0.0002335,true,,,,,0x00, # 0x6c : Intermeasurement period MSB
I2C 8-bit Address Display,i2c-data,0.234305,0.0002335,,,,0x80 + ACK,,0x00, # 0x6d : Intermeasurement period */
I2C,data,0.234565,0.0002325,true,,,,,0x00, # 0x6e : Intermeasurement period */
I2C 8-bit Address Display,i2c-data,0.234565,0.0002325,,,,0x08 + ACK,,0x0f, # 0x6f : Intermeasurement period LSB */
I2C,data,0.2348235,0.000231,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.2348235,0.000231,,,,0xB8 + ACK,,,
I2C,data,0.2350805,0.000234,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.2350805,0.000234,,,,0x00 + ACK,,,
I2C,data,0.2353405,0.000234,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.2353405,0.000234,,,,0x00 + ACK,,,
I2C,data,0.235601,0.0002325,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.235601,0.0002325,,,,0x00 + ACK,,,
I2C,data,0.2358595,0.000233,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.2358595,0.000233,,,,0x00 + ACK,,,
I2C,data,0.2361185,0.000234,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.2361185,0.000234,,,,0x0F + ACK,,,
I2C,data,0.236379,0.000233,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.236379,0.000233,,,,0x89 + ACK,,0x89, # 0x70 : not user-modifiable */
I2C,data,0.236639,0.000233,true,,,,,0x00, # 0x71 : not user-modifiable */
I2C 8-bit Address Display,i2c-data,0.236639,0.000233,,,,0x00 + ACK,,0x00, # 0x72 : distance threshold high MSB (in mm
I2C,data,0.236899,0.000232,true,,,,,0x00, # 0x73 : distance threshold high LSB */
I2C 8-bit Address Display,i2c-data,0.236899,0.000232,,,,0x00 + ACK,,0x00, # 0x74 : distance threshold low MSB ( in mm
I2C,data,0.237158,0.0002355,true,,,,,0x00, # 0x75 : distance threshold low LSB */
I2C 8-bit Address Display,i2c-data,0.237158,0.0002355,,,,0x00 + ACK,,0x00, # 0x76 : not user-modifiable */
I2C,data,0.23742,0.00023,true,,,,,0x00, # 0x77 : not user-modifiable */
I2C 8-bit Address Display,i2c-data,0.23742,0.00023,,,,0x00 + ACK,,,
I2C,data,0.237677,0.0002315,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.237677,0.0002315,,,,0x00 + ACK,,,
I2C,data,0.2379345,0.0002305,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.2379345,0.0002305,,,,0x00 + ACK,,,
I2C,data,0.2381915,0.000233,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.2381915,0.000233,,,,0x00 + ACK,,,
I2C,data,0.2384505,0.0002325,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.2384505,0.0002325,,,,0x01 + ACK,,0x01, # 0x78 : not user-modifiable */
I2C,data,0.23871,0.0002335,true,,,,,0x0f, # 0x79 : not user-modifiable */
I2C 8-bit Address Display,i2c-data,0.23871,0.0002335,,,,0x0F + ACK,,0x0d, # 0x7a : not user-modifiable */
I2C,data,0.2389695,0.0002325,true,,,,,0x0e, # 0x7b : not user-modifiable */
I2C 8-bit Address Display,i2c-data,0.2389695,0.0002325,,,,0x0D + ACK,,0x0e, # 0x7c : not user-modifiable */
I2C,data,0.239229,0.000233,true,,,,,0x00, # 0x7d : not user-modifiable */
I2C 8-bit Address Display,i2c-data,0.239229,0.000233,,,,0x0E + ACK,,0x00, # 0x7e : not user-modifiable */
I2C,data,0.239489,0.0002335,true,,,,,0x02, # 0x7f : ROI center
I2C 8-bit Address Display,i2c-data,0.239489,0.0002335,,,,0x0E + ACK,,,
I2C,data,0.2397485,0.000233,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.2397485,0.000233,,,,0x00 + ACK,,,
I2C,data,0.2400075,0.0002325,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.2400075,0.0002325,,,,0x00 + ACK,,,
I2C,data,0.2402665,0.000234,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.2402665,0.000234,,,,0x02 + ACK,,,
I2C,data,0.2405265,0.000233,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.2405265,0.000233,,,,0xC7 + ACK,,0xc7, # 0x80 : XY ROI (X=Width
I2C,data,0.2407855,0.000234,true,,,,,0xff, # 0x81 : not user-modifiable */
I2C 8-bit Address Display,i2c-data,0.2407855,0.000234,,,,0xFF + ACK,,0x9B, # 0x82 : not user-modifiable */
I2C,data,0.2410455,0.0002305,true,,,,,0x00, # 0x83 : not user-modifiable */
I2C 8-bit Address Display,i2c-data,0.2410455,0.0002305,,,,0x9B + ACK,,0x00, # 0x84 : not user-modifiable */
I2C,data,0.2413025,0.0002325,true,,,,,0x00, # 0x85 : not user-modifiable */
I2C 8-bit Address Display,i2c-data,0.2413025,0.0002325,,,,0x00 + ACK,,0x01, # 0x86 : clear interrupt
I2C,data,0.2415615,0.0002325,true,,,,,0x01, use StartRanging() or StopRanging()
I2C 8-bit Address Display,i2c-data,0.2415615,0.0002325,,,,0x00 + ACK,,0x40,",  # 0x87 : start ranging"
I2C,data,0.241821,0.000232,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.241821,0.000232,,,,0x00 + ACK,,,
I2C,data,0.24208,0.000234,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.24208,0.000234,,,,0x01 + ACK,,,
I2C,data,0.2423405,0.0002315,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.2423405,0.0002315,,,,0x01 + ACK,,,
I2C,data,0.242599,0.0002325,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.242599,0.0002325,,,,0x40 + ACK,,,
I2C,stop,0.24287,0.0000005,,,,,,,
I2C,start,0.2429545,0.0000005,,,,,,,
I2C,address,0.2429935,0.000232,true,0x29,false,,,,
I2C 8-bit Address Display,i2c-address,0.2429935,0.000232,,,,Setup Write to [0x52] + ACK,,,
I2C,data,0.243253,0.000232,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.243253,0.000232,,,,0x00 + ACK,,,
I2C,data,0.2435115,0.0002295,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.2435115,0.0002295,,,,0x22 + ACK,,,
I2C,start,0.2437685,0.0000005,,,,,,,
I2C,address,0.243808,0.000232,true,0x29,true,,,,
I2C 8-bit Address Display,i2c-address,0.243808,0.000232,,,,Setup Read to [0x53] + ACK,,,
I2C,data,0.2440665,0.0002325,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.2440665,0.0002325,,,,0x00 + ACK,,,
I2C,data,0.2443255,0.000234,false,,,,,,
I2C 8-bit Address Display,i2c-data,0.2443255,0.000234,,,,0x14 + NAK,,,
I2C,stop,0.2445985,0.0000005,,,,,,,
I2C,start,0.244723,0.0000005,,,,,,,
I2C,address,0.2447615,0.000233,true,0x29,false,,,,
I2C 8-bit Address Display,i2c-address,0.2447615,0.000233,,,,Setup Write to [0x52] + ACK,,,
I2C,data,0.2450205,0.0002325,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.2450205,0.0002325,,,,0x00 + ACK,,,
I2C,data,0.2452795,0.0002325,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.2452795,0.0002325,,,,0x1E + ACK,,,
I2C,data,0.2455385,0.000233,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.2455385,0.000233,,,,0x00 + ACK,,,
I2C,data,0.2457975,0.0002335,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.2457975,0.0002335,,,,0x50 + ACK,,,
I2C,stop,0.2460705,0.0000005,,,,,,,
I2C,start,0.441736,0.0000005,,,,,,,
I2C,address,0.4417755,0.0002315,true,0x29,false,,,,
I2C 8-bit Address Display,i2c-address,0.4417755,0.0002315,,,,Setup Write to [0x52] + ACK,,,
I2C,data,0.4420335,0.000233,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.4420335,0.000233,,,,0x00 + ACK,,,
I2C,data,0.4422935,0.000233,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.4422935,0.000233,,,,0x89 + ACK,,,
I2C,start,0.4425545,0.0000005,,,,,,,
I2C,address,0.4425935,0.000231,true,0x29,true,,,,
I2C 8-bit Address Display,i2c-address,0.4425935,0.000231,,,,Setup Read to [0x53] + ACK,,,
I2C,data,0.442851,0.000233,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.442851,0.000233,,,,0x09 + ACK,,,
I2C,data,0.4431105,0.0002325,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.4431105,0.0002325,,,,0x09 + ACK,,,
I2C,data,0.4433695,0.0002325,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.4433695,0.0002325,,,,0x01 + ACK,,,
I2C,data,0.443629,0.000234,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.443629,0.000234,,,,0x38 + ACK,,,
I2C,data,0.443888,0.000234,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.443888,0.000234,,,,0x02 + ACK,,,
I2C,data,0.444147,0.000234,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.444147,0.000234,,,,0x09 + ACK,,,
I2C,data,0.444406,0.000233,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.444406,0.000233,,,,0xAD + ACK,,,
I2C,data,0.444665,0.0002325,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.444665,0.0002325,,,,0x00 + ACK,,,
I2C,data,0.444924,0.0002325,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.444924,0.0002325,,,,0x03 + ACK,,,
I2C,data,0.445183,0.000232,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.445183,0.000232,,,,0x00 + ACK,,,
I2C,data,0.445442,0.000233,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.445442,0.000233,,,,0x06 + ACK,,,
I2C,data,0.4457005,0.0002315,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.4457005,0.0002315,,,,0x20 + ACK,,,
I2C,data,0.445959,0.000234,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.445959,0.000234,,,,0xA6 + ACK,,,
I2C,data,0.446218,0.0002335,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.446218,0.0002335,,,,0x01 + ACK,,,
I2C,data,0.446478,0.000234,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.446478,0.000234,,,,0x99 + ACK,,,
I2C,data,0.446738,0.000232,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.446738,0.000232,,,,0x09 + ACK,,,
I2C,data,0.446995,0.000233,false,,,,,,
I2C 8-bit Address Display,i2c-data,0.446995,0.000233,,,,0xAD + NAK,,,
I2C,stop,0.4472685,0.0000005,,,,,,,
I2C,start,0.5467145,0.0000005,,,,,,,
I2C,address,0.5467535,0.0002315,true,0x29,false,,,,
I2C 8-bit Address Display,i2c-address,0.5467535,0.0002315,,,,Setup Write to [0x52] + ACK,,,
I2C,data,0.5470115,0.000233,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.5470115,0.000233,,,,0x00 + ACK,,,
I2C,data,0.547271,0.000233,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.547271,0.000233,,,,0x89 + ACK,,,
I2C,start,0.547531,0.0000005,,,,,,,
I2C,address,0.54757,0.0002305,true,0x29,true,,,,
I2C 8-bit Address Display,i2c-address,0.54757,0.0002305,,,,Setup Read to [0x53] + ACK,,,
I2C,data,0.547827,0.000232,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.547827,0.000232,,,,0x09 + ACK,,,
I2C,data,0.548084,0.000232,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.548084,0.000232,,,,0x09 + ACK,,,
I2C,data,0.548343,0.000234,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.548343,0.000234,,,,0x01 + ACK,,,
I2C,data,0.548604,0.000234,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.548604,0.000234,,,,0x39 + ACK,,,
I2C,data,0.548865,0.000232,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.548865,0.000232,,,,0xC0 + ACK,,,
I2C,data,0.549124,0.000233,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.549124,0.000233,,,,0x09 + ACK,,,
I2C,data,0.549384,0.000233,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.549384,0.000233,,,,0xDA + ACK,,,
I2C,data,0.5496435,0.0002325,true,,,,,,
I2C 8-bit Address Display,i2c-data,0.5496435,0.0002325,,,,0x00 + ACK,,,
I2C,data,0.549901,0.000234,true,,,,,,
